date,temp_c,humidity,wind_kmh,precip_mm,condition
2025-05-27,14.5,62.8,16.2,0.0,sunny
2025-05-28,15.9,71.0,6.0,0.1,cloudy
2025-05-29,19.7,44.3,17.3,0.0,sunny
2025-05-30,19.0,39.6,11.1,0.1,sunny
2025-05-31,21.7,38.6,16.1,1.2,sunny
2025-06-01,16.9,49.6,19.5,0.1,sunny
2025-06-02,20.8,40.8,18.0,0.2,sunny
2025-06-03,19.2,51.2,16.1,0.2,sunny
2025-06-04,17.2,62.8,17.9,0.3,sunny
2025-06-05,20.6,58.7,18.1,0.1,sunny
2025-06-06,19.6,53.2,23.0,0.4,sunny
2025-06-07,18.3,67.0,13.8,1.1,sunny
2025-06-08,20.1,46.3,15.0,2.4,sunny
2025-06-09,19.8,38.0,19.6,0.6,sunny
2025-06-10,19.8,56.7,11.1,0.8,sunny
2025-06-11,19.3,37.5,6.0,0.1,sunny
2025-06-12,17.1,48.9,17.0,0.1,sunny
2025-06-13,20.7,51.5,12.8,0.4,sunny
2025-06-14,18.6,50.9,6.8,1.8,sunny
2025-06-15,18.1,51.1,17.0,1.1,sunny
2025-06-16,20.1,40.5,22.6,0.2,sunny
2025-06-17,22.7,44.2,4.2,0.2,sunny
2025-06-18,21.4,53.6,20.1,0.4,sunny
2025-06-19,19.6,49.8,1.2,0.4,sunny
2025-06-20,19.6,43.9,11.6,0.4,sunny
2025-06-21,22.7,35.4,25.0,0.4,sunny
2025-06-22,15.2,52.0,12.0,0.5,sunny
2025-06-23,23.2,45.9,14.5,1.4,sunny
2025-06-24,16.6,57.5,18.6,0.3,sunny
2025-06-25,17.8,47.3,3.7,0.2,sunny
2025-06-26,20.2,33.2,14.4,1.0,sunny
2025-06-27,26.9,39.5,14.4,0.6,sunny
2025-06-28,25.7,32.4,25.2,0.1,sunny
2025-06-29,23.4,47.8,6.6,0.2,sunny
2025-06-30,22.5,39.1,11.7,0.7,sunny
2025-07-01,17.0,47.4,8.4,1.1,sunny
2025-07-02,22.1,46.3,7.8,1.9,sunny
2025-07-03,20.4,64.8,20.8,0.5,sunny
2025-07-04,19.8,54.7,14.2,0.2,sunny
2025-07-05,22.2,46.0,10.7,0.2,sunny
2025-07-06,20.7,50.3,10.9,0.5,sunny
2025-07-07,24.1,29.4,10.6,0.7,sunny
2025-07-08,17.1,46.4,11.2,0.2,sunny
2025-07-09,22.1,27.6,6.4,0.5,sunny
2025-07-10,19.8,61.5,12.4,1.6,sunny
2025-07-11,20.9,58.0,11.8,0.2,sunny
2025-07-12,22.7,46.8,9.5,0.5,sunny
2025-07-13,19.2,51.4,14.9,0.3,sunny
2025-07-14,22.4,33.8,15.4,0.8,sunny
2025-07-15,21.5,44.8,10.7,0.4,sunny
2025-07-16,20.3,60.9,13.1,0.5,sunny
2025-07-17,20.8,48.4,27.0,0.1,sunny
2025-07-18,21.6,42.2,26.7,0.4,sunny
2025-07-19,20.1,36.6,7.7,0.1,sunny
2025-07-20,22.0,55.1,8.5,0.2,sunny
2025-07-21,21.3,46.2,7.6,0.1,sunny
2025-07-22,20.4,36.0,20.3,2.0,sunny
2025-07-23,25.9,31.9,11.6,0.1,sunny
2025-07-24,22.9,34.8,15.4,0.2,sunny
2025-07-25,20.9,46.4,26.0,0.1,sunny
2025-07-26,22.2,46.5,13.9,0.3,sunny
2025-07-27,19.2,46.8,18.2,0.1,sunny
2025-07-28,20.7,53.2,17.1,1.6,sunny
2025-07-29,20.9,47.9,10.5,0.1,sunny
2025-07-30,18.6,59.0,20.4,0.6,sunny
2025-07-31,22.6,41.8,8.9,0.7,sunny
2025-08-01,20.3,69.7,22.0,0.7,sunny
2025-08-02,20.7,43.9,10.5,0.5,sunny
2025-08-03,20.1,42.5,11.1,1.4,sunny
2025-08-04,28.8,25.9,7.5,0.5,sunny
2025-08-05,19.7,48.0,8.5,0.4,sunny
2025-08-06,16.2,43.9,11.4,0.6,sunny
2025-08-07,17.3,56.0,0.6,0.2,sunny
2025-08-08,23.1,30.1,12.6,0.8,sunny
2025-08-09,24.5,42.1,11.0,1.0,sunny
2025-08-10,19.4,40.7,18.7,1.2,sunny
2025-08-11,24.2,38.8,16.5,0.6,sunny
2025-08-12,22.8,48.3,9.8,0.5,sunny
2025-08-13,20.4,64.5,11.2,3.9,sunny
2025-08-14,20.1,41.3,12.6,0.8,sunny
2025-08-15,21.1,45.9,22.9,2.0,sunny
2025-08-16,22.8,39.0,9.1,0.9,sunny
2025-08-17,21.5,40.3,9.7,1.6,sunny
2025-08-18,18.7,46.3,7.2,0.5,sunny
2025-08-19,19.9,55.0,5.1,0.2,sunny
2025-08-20,25.2,36.3,15.8,0.0,sunny
2025-08-21,20.7,63.4,15.2,0.4,sunny
2025-08-22,22.2,48.0,21.7,0.0,sunny
2025-08-23,21.2,39.7,20.2,1.2,sunny
2025-08-24,20.5,45.6,28.4,0.3,sunny
2025-08-25,19.9,43.5,13.6,1.0,sunny
2025-08-26,21.8,51.3,12.4,0.3,sunny
2025-08-27,21.2,35.3,6.2,0.9,sunny
2025-08-28,20.0,39.6,18.2,1.3,sunny
2025-08-29,17.5,49.4,14.7,1.0,sunny
2025-08-30,20.1,53.7,17.9,0.2,sunny
2025-08-31,18.8,59.8,7.2,0.9,sunny
2025-09-01,18.1,62.1,16.1,0.6,sunny
2025-09-02,25.4,42.9,15.2,0.2,sunny
2025-09-03,14.7,57.9,14.8,0.2,sunny
2025-09-04,20.9,53.0,9.9,0.2,sunny
2025-09-05,16.2,47.9,21.1,0.8,sunny
2025-09-06,18.5,38.7,26.3,1.1,sunny
2025-09-07,24.5,44.0,7.3,0.6,sunny
2025-09-08,15.5,50.0,18.3,1.8,sunny
2025-09-09,16.0,55.8,3.3,0.2,sunny
2025-09-10,17.6,54.2,18.0,0.5,sunny
2025-09-11,15.4,59.0,2.8,0.0,sunny
2025-09-12,19.6,56.3,10.9,0.9,sunny
2025-09-13,15.9,62.2,6.1,0.5,sunny
2025-09-14,18.7,52.7,12.7,1.3,sunny
2025-09-15,13.6,57.4,19.0,0.5,sunny
2025-09-16,12.2,63.7,2.9,0.8,sunny
2025-09-17,16.0,52.0,11.8,1.1,sunny
2025-09-18,12.5,61.1,10.9,0.3,sunny
2025-09-19,20.1,67.1,23.5,0.6,sunny
2025-09-20,12.3,64.1,16.6,1.0,sunny
2025-09-21,13.4,64.0,6.9,0.3,sunny
2025-09-22,16.9,49.7,11.2,0.3,sunny
2025-09-23,14.2,66.6,23.3,0.2,sunny
2025-09-24,11.7,69.2,18.3,0.3,sunny
2025-09-25,20.5,53.6,8.5,0.1,sunny
2025-09-26,12.7,63.7,12.4,0.3,sunny
2025-09-27,14.5,66.1,12.6,0.1,sunny
2025-09-28,14.3,68.1,10.8,0.2,sunny
2025-09-29,16.5,57.3,3.7,0.5,sunny
2025-09-30,15.7,56.0,9.9,0.3,sunny
2025-10-01,12.3,69.1,22.3,0.7,sunny
2025-10-02,13.4,54.6,11.7,0.6,sunny
2025-10-03,13.5,55.7,13.4,0.5,sunny
2025-10-04,15.7,56.3,14.8,0.0,sunny
2025-10-05,10.8,53.4,27.3,1.5,sunny
2025-10-06,18.6,57.4,14.1,0.3,sunny
2025-10-07,11.5,57.6,20.6,0.6,sunny
2025-10-08,13.2,58.0,10.4,0.9,sunny
2025-10-09,10.1,65.3,12.4,0.2,sunny
2025-10-10,9.6,68.0,14.1,0.1,sunny
2025-10-11,10.5,63.7,9.4,0.0,sunny
2025-10-12,10.1,66.4,12.8,1.2,sunny
2025-10-13,11.3,64.3,19.3,0.1,sunny
2025-10-14,9.7,64.4,9.2,2.5,sunny
2025-10-15,13.7,54.9,14.0,0.2,sunny
2025-10-16,9.8,74.8,18.3,2.8,cloudy
2025-10-17,9.4,53.3,9.1,0.0,sunny
2025-10-18,10.5,64.7,20.6,0.8,sunny
2025-10-19,13.8,56.9,14.4,0.1,sunny
2025-10-20,11.7,66.9,13.0,0.0,sunny
2025-10-21,10.7,55.6,2.0,0.1,sunny
2025-10-22,7.2,68.6,11.8,0.7,sunny
2025-10-23,7.8,70.3,16.2,2.0,cloudy
2025-10-24,7.2,79.5,24.5,3.4,cloudy
2025-10-25,13.5,63.0,17.4,0.9,sunny
2025-10-26,11.4,56.2,20.8,0.3,sunny
2025-10-27,7.8,67.6,6.7,0.0,sunny
2025-10-28,8.4,76.2,13.2,4.4,cloudy
2025-10-29,7.5,63.0,21.3,0.2,sunny
2025-10-30,7.2,71.5,8.7,9.2,rain
2025-10-31,10.4,66.2,19.8,2.0,sunny
2025-11-01,8.4,67.2,18.4,0.4,sunny
2025-11-02,14.1,78.4,15.6,11.8,rain
2025-11-03,11.9,60.7,12.0,0.4,sunny
2025-11-04,11.9,66.8,8.1,0.1,sunny
2025-11-05,10.1,61.4,24.7,0.4,sunny
2025-11-06,7.2,75.7,17.8,3.5,cloudy
2025-11-07,9.6,73.8,16.0,6.6,rain
2025-11-08,7.1,68.1,11.5,1.0,sunny
2025-11-09,11.9,63.2,14.2,0.5,sunny
2025-11-10,8.7,63.1,15.0,2.3,sunny
2025-11-11,8.2,62.3,16.4,0.1,sunny
2025-11-12,7.7,78.5,18.4,1.5,cloudy
2025-11-13,11.5,60.3,9.3,0.4,sunny
2025-11-14,3.5,61.9,5.2,0.2,sunny
2025-11-15,11.5,76.7,14.5,6.3,rain
2025-11-16,6.3,68.1,3.5,1.1,sunny
2025-11-17,3.1,77.7,12.1,1.0,cloudy
2025-11-18,4.6,88.2,10.9,1.1,cloudy
2025-11-19,2.2,80.1,17.0,38.2,rain
2025-11-20,7.8,69.8,25.9,0.1,sunny
2025-11-21,3.4,70.2,2.3,2.0,cloudy
2025-11-22,6.3,62.2,27.6,0.1,sunny
2025-11-23,8.6,68.4,12.6,1.1,sunny
2025-11-24,4.0,80.4,16.1,1.9,cloudy
2025-11-25,4.8,78.4,5.5,3.4,cloudy
2025-11-26,2.1,77.8,20.0,0.0,cloudy
2025-11-27,4.3,77.5,14.2,0.7,cloudy
2025-11-28,11.6,51.3,13.6,0.3,sunny
2025-11-29,6.9,75.7,2.4,2.4,cloudy
2025-11-30,4.2,78.6,14.4,3.8,cloudy
2025-12-01,3.2,93.0,19.1,1.7,cloudy
2025-12-02,4.5,76.9,12.6,1.0,cloudy
2025-12-03,4.8,69.7,21.0,0.4,sunny
2025-12-04,3.4,78.6,20.8,10.9,rain
2025-12-05,5.6,72.6,10.2,2.9,cloudy
2025-12-06,1.8,84.8,23.6,1.1,cloudy
2025-12-07,1.7,82.2,14.3,1.4,cloudy
2025-12-08,4.9,67.4,14.3,0.1,sunny
2025-12-09,1.0,71.8,14.6,0.2,cloudy
2025-12-10,5.6,76.8,14.4,1.9,cloudy
2025-12-11,3.6,88.1,1.8,2.5,cloudy
2025-12-12,-1.0,87.3,12.9,12.2,rain
2025-12-13,3.8,83.9,5.8,10.0,rain
2025-12-14,-0.8,93.5,23.8,3.4,cloudy
2025-12-15,5.1,77.8,23.5,2.3,cloudy
2025-12-16,2.6,74.6,19.1,1.2,cloudy
2025-12-17,7.8,72.4,12.6,2.2,cloudy
2025-12-18,5.8,83.1,8.0,0.4,cloudy
2025-12-19,0.3,88.1,10.1,1.1,cloudy
2025-12-20,-2.1,94.1,25.7,3.4,cloudy
2025-12-21,1.0,80.0,9.8,15.5,rain
2025-12-22,-0.3,84.1,0.1,8.4,rain
2025-12-23,7.3,71.1,20.2,8.1,rain
2025-12-24,2.6,79.9,23.0,4.6,cloudy
2025-12-25,4.9,84.3,24.0,16.2,rain
2025-12-26,1.8,65.3,20.2,2.0,sunny
2025-12-27,2.0,81.5,21.2,0.5,cloudy
2025-12-28,2.4,80.2,14.3,0.8,cloudy
2025-12-29,5.2,66.1,1.5,0.3,sunny
2025-12-30,3.1,84.1,14.2,2.7,cloudy
